id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
dfb591de-0574-415c-9639-53d1ec5c5335;e091164e-8b40-45d3-b15c-126be2c24569;Diuretika;antagonism;moderate;Abschwächung der diuretischen Wirkung bei höheren Dosen von Acetylsalicylsäure.;Besondere Vorsicht erforderlich.;2025-12-07 21:56:17.84244+00
7080e2ea-a020-408a-9252-4d2b47a4f63a;e091164e-8b40-45d3-b15c-126be2c24569;Alkohol;increased_toxicity;moderate;"Erhöhtes Risiko für gastrointestinale Ulzera und Blutungen; verlängerte Blutungszeit.";Besondere Vorsicht erforderlich.;2025-12-07 21:56:17.963876+00
4fc82025-ba7f-4438-bcd2-571ebd04cb55;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Methotrexat;increased_toxicity;moderate;Bei der Hirnszintigraphie kann es bei Methotrexat-induzierter Ventrikulitis zu erhöhter Anreicherung von (99mTc)-Pertechnetat in der Hirn-Ventrikelwand kommen.;;2025-12-07 21:56:58.978609+00
eec51041-025d-40e2-b0e8-e50ae4c21659;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Parasympatholytika;decreased_efficacy;moderate;Bei der Szintigraphie des Abdomens kann es durch Einnahme von Arzneimitteln wie Parasympatholytika zu verzögerter Magenentleerung kommen und Redistribution von (99mTc)-Pertechnetat.;;2025-12-07 21:56:59.00335+00
942109fa-b0ba-4f0e-840f-c5e25d1f1d87;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Isoprenalin;decreased_efficacy;moderate;Bei der Szintigraphie des Abdomens kann es durch Einnahme von Arzneimitteln wie Isoprenalin zu verzögerter Magenentleerung kommen und Redistribution von (99mTc)-Pertechnetat.;;2025-12-07 21:56:59.030547+00
2a71fad3-3668-40a1-a6d8-65ebe6c29829;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Opioid-Analgetika;decreased_efficacy;moderate;Bei der Szintigraphie des Abdomens kann es durch Einnahme von Arzneimitteln wie Opioid-Analgetika zu verzögerter Magenentleerung kommen und Redistribution von (99mTc)-Pertechnetat.;;2025-12-07 21:56:59.057063+00
f633817e-c554-451a-8f93-d76121dbb616;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Schilddrüsenhormone;increased_toxicity;moderate;Schilddrüsenhormone können zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.082883+00
48dd9a83-168a-42ec-bbdd-aa17af61aeff;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Iod/Iodid;increased_toxicity;moderate;Iod/Iodid können zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.114017+00
ddd4b20c-ea6e-4275-af0a-209845c1e97d;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Perchlorat;increased_toxicity;moderate;Perchlorat kann zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen.;Sollte 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.147771+00
8499ede3-d5e3-434c-80d0-686898bf8fa9;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Thiocyanat;increased_toxicity;moderate;Thiocyanat kann zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.179102+00
9235aa3b-3808-4507-93a4-0186ca8c9e28;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Aluminiumhaltige Antazida;increased_toxicity;moderate;Aluminiumhaltige Antazida können zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.206311+00
b08caaf4-4463-409a-a122-edb43a3d9bc8;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Sulfonamide;increased_toxicity;moderate;Sulfonamide können zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen, sowie zu erhöhten (99mTc)-Natriumpertechnetat-Konzentrationen in den Erythrozyten und zu einer verminderten Aktivitätsanreicherung im Plasma und in Hirnläsionen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.234429+00
3ca460c1-ad4c-4717-9e40-a487d125ab93;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Zinn(II)-Salze;increased_toxicity;moderate;Zinn(II)-Salze können zu erhöhter (99mTc)-Natriumpertechnetat-Konzentration im vaskulären Raum führen, sowie zu erhöhten (99mTc)-Natriumpertechnetat-Konzentrationen in den Erythrozyten und zu einer verminderten Aktivitätsanreicherung im Plasma und in Hirnläsionen.;Sollten mehrere Tage vor der Untersuchung abgesetzt werden.;2025-12-07 21:56:59.261102+00
d4d9d8c9-b070-4266-be76-52ef42d0c7be;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Laxantien;antagonism;minor;Laxantien sollten nicht verabreicht werden, da diese den Magen-Darm-Trakt irritieren und die Motilität erhöhen können.;Nicht verabreichen.;2025-12-07 21:56:59.289693+00
805e9eef-8e13-40d2-95a1-10cea90a9918;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Kontrastmittel (Bariumsulfat oder iodhaltige);decreased_efficacy;moderate;Kontrastmittel-Studien (z.B. Bariumsulfat oder mit iodhaltigen Kontrastmitteln) und Untersuchungen des oberen Magen-Darm-Trakts sollten innerhalb von 48 Stunden vor der Verabreichung von (99mTc)-Pertechnetat für eine Meckel-Szintigraphie vermieden werden.;Vermeiden innerhalb von 48h vor der Meckel-Szintigraphie.;2025-12-07 21:56:59.315116+00
76a36834-d470-4128-aa59-2fcb7cd4cc07;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Antithyreoide Arzneimittel (Carbimazol, Imidazol-Derivate wie Propylthiouracil);antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.340761+00
5e9038ae-1783-457b-84c8-6a06a30efda3;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Salicylate;antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.38022+00
fba267bd-5e69-46b2-8619-c1b834b85a51;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Steroide;antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.41084+00
03cd148b-0870-4758-afee-9f1768c99e16;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Nitroprussidnatrium;antagonism;minor;Beeinflusst die Radioaktivitätsaufnahme der Schilddrüse.;Sollte 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.434566+00
9103e276-6867-4163-a62d-8c5114ff6b4c;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Natriumsulfobromo-phtalein;antagonism;minor;Beeinflusst die Radioaktivitätsaufnahme der Schilddrüse.;Sollte 1 Woche vor der Schilddrüsen-Szintigraphie abgesetzt werden.;2025-12-07 21:56:59.459972+00
b0d2e457-8687-4725-af02-42355b354c1b;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Phenylbutazon;antagonism;minor;Beeinflusst die Radioaktivitätsaufnahme der Schilddrüse.;Sollte für 2 Wochen abgesetzt werden.;2025-12-07 21:56:59.484984+00
1e491c02-ba49-4fa6-8c2f-3db9bbccc68a;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Expektorantien;antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten für 2 Wochen abgesetzt werden.;2025-12-07 21:56:59.513479+00
8d284d75-33d8-4b3f-8d2a-659723fc9fea;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Natürliche oder synthetische Schilddrüsenpräparate (Thyroxin-Natrium, Liothyronin-Natrium, Schilddrüsen-Extrakt);antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten für 2 - 3 Wochen nicht verabreicht werden.;2025-12-07 21:56:59.554893+00
5ee92cad-d4e5-40da-8409-e78530a3ccc4;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Amiodaron;antagonism;minor;Beeinflusst die Radioaktivitätsaufnahme der Schilddrüse.;Sollte für 4 Wochen nicht verabreicht werden.;2025-12-07 21:56:59.580498+00
a405d77b-76c9-403a-b23e-f21c4697355c;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Benzodiazepine;antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten für 4 Wochen nicht verabreicht werden.;2025-12-07 21:56:59.605044+00
7f1a2fc1-be93-410f-8f50-6ffeefc1690d;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Produits de contraste (p. ex. sulfate de baryum ou produits de contraste iodés) et examens du tractus gastro-intestinal supérieur;antagonism;moderate;Les études de contraste et les examens du tractus gastro-intestinal supérieur devraient être évités dans les 48 heures précédant l'administration de (99mTc)-pertechnétate pour une scintigraphie de Meckel.;Éviter dans les 48 heures précédant l'examen.;2025-12-07 21:57:42.509842+00
aa0bc75b-2733-45f7-902f-bf8ac567a0a7;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Lithium;antagonism;minor;Beeinflusst die Radioaktivitätsaufnahme der Schilddrüse.;Sollte für 4 Wochen nicht verabreicht werden.;2025-12-07 21:56:59.632749+00
138f3547-5691-4570-868d-456b204a877f;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Parasympatholytiques, Isoprénaline et Analgésiques opioïdes;decreased_efficacy;moderate;Lors de la scintigraphie abdominale, la prise de médicaments tels que les parasympatholytiques, l'isoprénaline et les analgésiques opioïdes peut entraîner un ralentissement de la vidange gastrique et une redistribution du (99mTc)-pertechnétate.;;2025-12-07 21:57:42.416222+00
2162e6a8-781a-4fa9-a66f-7d9edf6f9d72;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Préparations thyroïdiennes naturelles ou synthétiques (par ex. thyroxine-sodium, liothyronine-sodium, extrait thyroïdien);decreased_efficacy;moderate;Influencent l'absorption de la radioactivité par la thyroïde.;Ne doivent pas être administrées pendant 2 à 3 semaines.;2025-12-07 21:57:42.589692+00
9b36e62c-c85b-4a2f-99d8-569729e908b8;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Iodhaltige Kontrastmittel (intra-/extrazelluläre);antagonism;minor;Beeinflussen die Radioaktivitätsaufnahme der Schilddrüse.;Sollten innerhalb von 1 - 2 Monaten nicht verabreicht worden sein.;2025-12-07 21:56:59.656902+00
d4be96dd-1654-4186-a7a7-8d89303285fa;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Médicaments antithyroïdiens (par ex. carbimazole ou autres dérivés de l'imidazol comme le propylthiouracil), salicylates, stéroïdes, nitroprussiate de sodium, sulfobromophtaléine de sodium ou perchlorate;decreased_efficacy;moderate;Influencent l'absorption de la radioactivité par la thyroïde.;Doivent être arrêtés 1 semaine avant la scintigraphie thyroïdienne.;2025-12-07 21:57:42.534984+00
64d63c69-6881-4dd5-8e90-07a7b7bf5e66;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Méthotrexate;increased_toxicity;moderate;En cas de scintigraphie cérébrale, la ventriculite induite par le méthotrexate peut entraîner une accumulation accrue de (99mTc)-pertechnétate dans la paroi ventriculaire du cerveau.;;2025-12-07 21:57:42.389463+00
32d758a9-0ef9-4fb9-9728-72a97e1c1dd3;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Phénylbutazone et expectorants;decreased_efficacy;moderate;Influencent l'absorption de la radioactivité par la thyroïde.;Doivent être arrêtés pendant 2 semaines.;2025-12-07 21:57:42.564732+00
1366f286-464b-43ad-a272-d0a26db18c41;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Hormones thyroïdiennes, Iode, Iodure, Perchlorate, Thiocyanate ou Anti-acides à base d'aluminium, Sulfamides et Sels d'étain(II);increased_toxicity;moderate;Peuvent entraîner une concentration élevée de (99mTc)-pertechnétate de sodium dans l'espace vasculaire. Les sels d'étain(II) ainsi que les sulfamides peuvent en outre entraîner des concentrations élevées de (99mTc)-pertechnétate de sodium dans les érythrocytes ainsi qu'une accumulation d'activité réduite dans le plasma et dans les lésions cérébrales.;Les médicaments correspondants doivent donc être arrêtés plusieurs jours avant l'examen.;2025-12-07 21:57:42.451747+00
cba6221a-ca7c-4099-9d8e-e51309a917e5;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Amiodarone, benzodiazépines et lithium;decreased_efficacy;moderate;Influencent l'absorption de la radioactivité par la thyroïde.;Ne doivent pas être administrés pendant 4 semaines.;2025-12-07 21:57:42.616436+00
319bc7f1-c55b-4909-8620-7246020a11d7;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Laxatifs;antagonism;moderate;Ne doivent pas être administrés, car ils peuvent irriter le tractus gastro-intestinal et augmenter la motilité.;Ne pas administrer.;2025-12-07 21:57:42.477169+00
ecba3442-2030-4226-927d-8cbfe10f66fc;6aa04969-0a80-4255-a5e6-e2a4f1a34bb7;Produits de contraste iodés;decreased_efficacy;moderate;Influencent l'absorption de la radioactivité par la thyroïde.;Ne doivent pas avoir été administrés dans les 1 à 2 mois.;2025-12-07 21:57:42.640982+00
ace8e8ed-6496-4752-9a47-952bb5d69716;3528da2a-83bd-48fd-9b54-ebb06f057d82;Beta-Blocker;decreased_efficacy;moderate;Patienten, bei denen eine schwere Überempfindlichkeitsreaktion während der Einnahme von Beta-Blockern auftritt, können refraktär gegenüber der Standardbehandlung mit Beta-Agonisten sein.;Besondere Vorsicht bei Patienten unter Beta-Blocker-Therapie.;2025-12-07 21:58:31.453795+00
99b907d3-5234-47fd-b3e0-f798b2c42ce3;3528da2a-83bd-48fd-9b54-ebb06f057d82;Beta-Blocker;antagonism;major;Patienten, bei denen Überempfindlichkeitsreaktionen während der Einnahme von Beta-Blockern auftreten, können refraktär gegenüber der Standardbehandlung mit Beta-Agonisten sein.;Vorsicht bei Patienten unter Beta-Blockern, da die Behandlung von anaphylaktischen Reaktionen erschwert sein kann.;2025-12-07 21:59:11.587366+00
1603a356-67a4-49a2-925f-91968d0b2cf7;3b14f8fb-d774-43ad-ae97-a87454a98566;Beta-Blocker;antagonism;moderate;Patienten, bei denen Überempfindlichkeitsreaktionen während der Einnahme von Beta-Blockern auftreten, können refraktär gegenüber der Standardbehandlung mit Beta-Agonisten sein.;;2025-12-07 21:59:53.506147+00
842ec36b-5ac3-4ed3-91cb-28e7769d621c;455a73bd-57e9-4f35-a70c-ceea3911841a;Telbivudin;;contraindicated;;Gleichzeitige Anwendung kontraindiziert.;2025-12-07 22:04:53.889226+00
191439f4-c6a0-40cd-a1b2-da6cc779f8ad;179a64b2-0b41-4678-83b6-1097518c40f0;Médicaments prolongeant l'intervalle QT (ex: Antiarythmiques de classe Ia et III, certains neuroleptiques, macrolides, antihistaminiques, antibiotiques quinolones, cisapride, lithium);potentiation;contraindicated;La co-administration peut augmenter la prolongation de l'intervalle QT induite par Serdolect, augmentant le risque d'arythmies graves.;Contre-indiqué.;2025-12-07 22:06:01.939675+00
7fc63d1b-2f34-4423-8878-2332b4e5930c;179a64b2-0b41-4678-83b6-1097518c40f0;Inhibiteurs du Cytochrome P450 3A (CYP3A) (ex: antimycosiques azolés systémiques (itraconazole, kétoconazole), certains antibiotiques macrolides (érythromycine, clarithromycine), certains antagonistes calciques (diltiazem, vérapamil), inhibiteurs de protéase du VIH (indinavir), cimétidine);increased_toxicity;contraindicated;Le Sertindol est métabolisé par le CYP3A. L'inhibition du CYP3A peut entraîner une augmentation significative des concentrations plasmatiques de Sertindol, surtout chez les métaboliseurs lents du CYP2D6, augmentant le risque d'effets indésirables liés à la dose.;Contre-indiqué.;2025-12-07 22:06:01.97844+00
4b3c3ce4-8ffd-4edc-81dd-908e964a4f17;179a64b2-0b41-4678-83b6-1097518c40f0;Fluoxétine, Paroxétine (inhibiteurs puissants du CYP2D6);increased_toxicity;major;Augmentation des concentrations plasmatiques de Sertindol d'un facteur 2-3. Le Sertindol est métabolisé par le CYP2D6. L'inhibition de cette enzyme augmente l'exposition au Sertindol.;Co-administration avec une grande prudence et évaluation positive du rapport bénéfice/risque. Une dose d'entretien plus faible de Serdolect peut être nécessaire et une surveillance ECG attentive doit être effectuée avant et après chaque ajustement de dose.;2025-12-07 22:06:02.015625+00
4f9cc562-82fb-4ffa-a271-acab007b207d;179a64b2-0b41-4678-83b6-1097518c40f0;Carbamazépine, Rifampicine, Phénobarbital, Phénytoïne (inducteurs des isoenzymes du CYP);decreased_efficacy;moderate;Ces inducteurs enzymatiques peuvent réduire les concentrations plasmatiques de Sertindol d'un facteur 2-3, entraînant une diminution de l'efficacité antipsychotique.;Un ajustement de la dose de Serdolect dans la fourchette supérieure peut être nécessaire pour maintenir l'efficacité.;2025-12-07 22:06:02.056558+00
73349379-c0fb-46f0-b867-215552a8f95e;179a64b2-0b41-4678-83b6-1097518c40f0;L-Dopa et agonistes dopaminergiques;antagonism;moderate;Les neuroleptiques peuvent inhiber l'effet de ces médicaments. Utiliser avec prudence chez les patients atteints de la maladie de Parkinson.;Utiliser avec prudence.;2025-12-07 22:06:02.095446+00
83a34adc-b4fe-4b95-bff0-4780c392f1ce;179a64b2-0b41-4678-83b6-1097518c40f0;Diurétiques hypokaliémiants;increased_toxicity;moderate;Peut réduire les niveaux de potassium sérique, augmentant le risque de prolongation du QT et d'arythmies.;Surveillance des niveaux de potassium sérique.;2025-12-07 22:06:02.124785+00
5869fb18-4728-4b75-a4e9-7cc2782b3aeb;08b3b487-b05f-4321-9549-e53c15bfec40;Phenobarbital, Carbamazepin, Isonicotinsäurehydrazid (Isoniazid, INH), Rifampicin (Enzyminduktoren);increased_toxicity;moderate;Steigern die Hepatotoxizität von Paracetamol.;Bei gleichzeitiger Gabe von Paracetamol ist Vorsicht geboten.;2025-12-07 22:06:38.979216+00
a0ac260d-9890-4c6e-b665-f6b6b38e070c;08b3b487-b05f-4321-9549-e53c15bfec40;Phenytoin;increased_toxicity;moderate;Kann zur verminderten Wirksamkeit von Paracetamol und durch den Anstieg toxischer Paracetamol-Metaboliten zu einem gesteigerten Risiko einer Hepatotoxizität führen.;Patienten, die eine Phenytoin Therapie erhalten, sollten eine übermässige und/oder chronische Einnahme von Paracetamol vermeiden. Patienten sollten auf Hinweise einer Hepatotoxizität überwacht werden.;2025-12-07 22:06:39.010364+00
3f215f7b-36f9-4866-bc18-a824d6401c2e;08b3b487-b05f-4321-9549-e53c15bfec40;Alkohol;increased_toxicity;major;Alkohol kann die Hepatotoxizität von Paracetamol steigern, dies insbesondere bei gleichzeitiger Nahrungskarenz oder Mangelernährung. In solchen Fällen kann bereits eine therapeutische Paracetamoldosis zu Leberschädigung führen.;Alkoholkonsum während der Behandlung wird nicht empfohlen.;2025-12-07 22:06:39.046827+00
c16a49f5-b8b9-477b-a82f-69de60caa40a;08b3b487-b05f-4321-9549-e53c15bfec40;Mittel, welche die Magenentleerung verlangsamen (z.B. Propanthelin);decreased_efficacy;minor;Senken die Resorptionsgeschwindigkeit von Paracetamol.;;2025-12-07 22:06:39.083493+00
85bc36ac-0eaa-4245-b120-9b49ae4afe59;08b3b487-b05f-4321-9549-e53c15bfec40;Mittel, welche die Magenentleerung beschleunigen (z.B. Metoclopramid);potentiation;minor;Steigern die Resorptionsgeschwindigkeit von Paracetamol.;;2025-12-07 22:06:39.114645+00
8a56b986-41ca-43ba-a653-b5077bc14853;08b3b487-b05f-4321-9549-e53c15bfec40;Chloramphenicol;potentiation;moderate;Die Eliminationshalbwertszeit von Chloramphenicol wird durch Paracetamol um das 5-fache verlängert.;;2025-12-07 22:06:39.144915+00
5c713f92-3ba4-4022-b81d-019672d7cc92;08b3b487-b05f-4321-9549-e53c15bfec40;Salicylamid;increased_toxicity;moderate;Salicylamid verlängert die Eliminationshalbwertszeit von Paracetamol und vermehrt den Anfall lebertoxischer Metabolite.;;2025-12-07 22:06:39.176097+00
